0,1,17,7999990
0,2,12,7999981
0,3,18,7999971
0,4,23,7999958
0,5,20,7999945
0,6,20,7999945
0,7,20,7999945
0,8,20,7999945
0,9,20,7999945
0,10,20,7999945
0,11,20,7999945
0,12,20,7999945
0,13,20,7999945
0,14,20,7999945
0,15,20,7999945
0,16,20,7999945
0,17,20,7999945
0,18,20,7999945
0,19,29,7999929
0,20,30,7999911
0,21,34,7999891
0,22,40,7999868
0,23,47,7999842
1,24,43,7999816
1,1,39,7999792
1,2,34,7999772
1,3,29,7999754
1,4,20,7999739
1,5,24,7999726
1,6,24,7999726
1,7,24,7999726
1,8,24,7999726
1,9,24,7999726
1,10,24,7999726
1,11,24,7999726
1,12,24,7999726
1,13,24,7999726
1,14,24,7999726
1,15,24,7999726
1,16,24,7999726
1,17,24,7999726
1,18,24,7999726
1,19,25,7999711
1,20,38,7999691
1,21,40,7999668
1,22,46,7999643
1,23,34,7999619
2,24,48,7999593
2,1,36,7999568
2,2,38,7999545
2,3,46,7999520
2,4,55,7999489
2,5,55,7999454
2,6,55,7999454
2,7,55,7999454
2,8,55,7999454
2,9,55,7999454
2,10,55,7999454
2,11,55,7999454
2,12,55,7999454
2,13,55,7999454
2,14,55,7999454
2,15,55,7999454
2,16,55,7999454
2,17,55,7999454
2,18,55,7999454
2,19,45,7999424
2,20,43,7999397
2,21,47,7999369
2,22,54,7999337
2,23,67,7999299
3,24,70,7999257
3,1,79,7999211
3,2,80,7999164
3,3,70,7999120
3,4,78,7999075
3,5,82,7999027
3,6,82,7999027
3,7,82,7999027
3,8,82,7999027
3,9,82,7999027
3,10,82,7999027
3,11,82,7999027
3,12,82,7999027
3,13,82,7999027
3,14,82,7999027
3,15,82,7999027
3,16,82,7999027
3,17,82,7999027
3,18,82,7999027
3,19,80,7998978
3,20,56,7998940
3,21,52,7998908
3,22,44,7998879
3,23,56,7998849
4,24,57,7998813
4,1,67,7998775
4,2,75,7998732
4,3,76,7998687
4,4,74,7998642
4,5,81,7998597
4,6,81,7998597
4,7,81,7998597
4,8,81,7998597
4,9,81,7998597
4,10,81,7998597
4,11,81,7998597
4,12,81,7998597
4,13,81,7998597
4,14,81,7998597
4,15,81,7998597
4,16,81,7998597
4,17,81,7998597
4,18,81,7998597
4,19,70,7998551
4,20,70,7998510
4,21,83,7998462
4,22,69,7998419
4,23,41,7998388
5,24,52,7998360
5,1,47,7998332
5,2,50,7998302
5,3,41,7998275
5,4,31,7998255
5,5,37,7998233
5,6,37,7998233
5,7,37,7998233
5,8,37,7998233
5,9,37,7998233
5,10,37,7998233
5,11,37,7998233
5,12,37,7998233
5,13,37,7998233
5,14,37,7998233
5,15,37,7998233
5,16,37,7998233
5,17,37,7998233
5,18,37,7998233
5,19,38,7998211
5,20,35,7998189
5,21,38,7998167
5,22,46,7998141
5,23,52,7998111
6,24,52,7998079
6,1,53,7998047
6,2,65,7998012
6,3,63,7997974
6,4,68,7997934
6,5,76,7997893
6,6,76,7997893
6,7,76,7997893
6,8,76,7997893
6,9,76,7997893
6,10,76,7997893
6,11,76,7997893
6,12,76,7997893
6,13,76,7997893
6,14,76,7997893
6,15,76,7997893
6,16,76,7997893
6,17,76,7997893
6,18,76,7997893
6,19,82,7997845
6,20,71,7997800
6,21,81,7997755
6,22,77,7997707
6,23,78,7997660
7,24,61,7997619
7,1,60,7997584
7,2,58,7997548
7,3,62,7997512
7,4,59,7997477
7,5,56,7997443
7,6,56,7997443
7,7,56,7997443
7,8,56,7997443
7,9,56,7997443
7,10,56,7997443
7,11,56,7997443
7,12,56,7997443
7,13,56,7997443
7,14,56,7997443
7,15,56,7997443
7,16,56,7997443
7,17,56,7997443
7,18,56,7997443
7,19,58,7997409
7,20,61,7997373
7,21,66,7997335
7,22,77,7997291
7,23,65,7997249
8,24,67,7997210
8,1,64,7997172
8,2,62,7997136
8,3,53,7997100
8,4,63,7997064
8,5,60,7997027
8,6,60,7997027
8,7,60,7997027
8,8,60,7997027
8,9,60,7997027
8,10,60,7997027
8,11,60,7997027
8,12,60,7997027
8,13,60,7997027
8,14,60,7997027
8,15,60,7997027
8,16,60,7997027
8,17,60,7997027
8,18,60,7997027
8,19,59,7996989
8,20,75,7996947
8,21,91,7996896
8,22,96,7996840
8,23,84,7996787
9,24,105,7996727
9,1,99,7996669
9,2,105,7996606
9,3,101,7996544
9,4,106,7996482
9,5,127,7996409
9,6,127,7996409
9,7,127,7996409
9,8,127,7996409
9,9,127,7996409
9,10,127,7996409
9,11,127,7996409
9,12,127,7996409
9,13,127,7996409
9,14,127,7996409
9,15,127,7996409
9,16,127,7996409
9,17,127,7996409
9,18,127,7996409
9,19,127,7996334
9,20,128,7996259
9,21,128,7996181
9,22,113,7996109
9,23,125,7996038
10,24,114,7995970
10,1,130,7995895
10,2,123,7995820
10,3,126,7995744
10,4,123,7995670
10,5,124,7995597
10,6,124,7995597
10,7,124,7995597
10,8,124,7995597
10,9,124,7995597
10,10,124,7995597
10,11,124,7995597
10,12,124,7995597
10,13,124,7995597
10,14,124,7995597
10,15,124,7995597
10,16,124,7995597
10,17,124,7995597
10,18,124,7995597
10,19,122,7995524
10,20,120,7995452
10,21,122,7995379
10,22,129,7995301
10,23,144,7995217
11,24,146,7995130
11,1,155,7995036
11,2,158,7994942
11,3,158,7994847
11,4,179,7994744
11,5,170,7994640
11,6,170,7994640
11,7,170,7994640
11,8,170,7994640
11,9,170,7994640
11,10,170,7994640
11,11,170,7994640
11,12,170,7994640
11,13,170,7994640
11,14,170,7994640
11,15,170,7994640
11,16,170,7994640
11,17,170,7994640
11,18,170,7994640
11,19,164,7994544
11,20,182,7994440
11,21,172,7994335
11,22,152,7994241
11,23,160,7994148
12,24,143,7994058
12,1,144,7993973
12,2,156,7993878
12,3,153,7993783
12,4,174,7993684
12,5,166,7993581
12,6,166,7993581
12,7,166,7993581
12,8,166,7993581
12,9,166,7993581
12,10,166,7993581
12,11,166,7993581
12,12,166,7993581
12,13,166,7993581
12,14,166,7993581
12,15,166,7993581
12,16,166,7993581
12,17,166,7993581
12,18,166,7993581
12,19,161,7993482
12,20,161,7993385
12,21,139,7993295
12,22,141,7993210
12,23,138,7993124
13,24,137,7993041
13,1,128,7992964
13,2,139,7992883
13,3,127,7992804
13,4,118,7992730
13,5,121,7992660
13,6,121,7992660
13,7,121,7992660
13,8,121,7992660
13,9,121,7992660
13,10,121,7992660
13,11,121,7992660
13,12,121,7992660
13,13,121,7992660
13,14,121,7992660
13,15,121,7992660
13,16,121,7992660
13,17,121,7992660
13,18,121,7992660
13,19,126,7992585
13,20,123,7992510
13,21,154,7992426
13,22,143,7992338
13,23,134,7992255
14,24,162,7992166
14,1,165,7992068
14,2,170,7991967
14,3,167,7991864
14,4,187,7991756
14,5,170,7991651
14,6,170,7991651
14,7,170,7991651
14,8,170,7991651
14,9,170,7991651
14,10,170,7991651
14,11,170,7991651
14,12,170,7991651
14,13,170,7991651
14,14,170,7991651
14,15,170,7991651
14,16,170,7991651
14,17,170,7991651
14,18,170,7991651
14,19,184,7991542
14,20,186,7991427
14,21,183,7991317
14,22,208,7991194
14,23,190,7991081
15,24,188,7990971
15,1,211,7990849
15,2,197,7990724
15,3,213,7990598
15,4,230,7990465
15,5,248,7990319
15,6,248,7990319
15,7,248,7990319
15,8,248,7990319
15,9,248,7990319
15,10,248,7990319
15,11,248,7990319
15,12,248,7990319
15,13,248,7990319
15,14,248,7990319
15,15,248,7990319
15,16,248,7990319
15,17,248,7990319
15,18,248,7990319
15,19,230,7990179
15,20,236,7990038
15,21,222,7989898
15,22,250,7989755
15,23,258,7989603
16,24,269,7989445
16,1,267,7989283
16,2,263,7989126
16,3,258,7988967
16,4,290,7988802
16,5,282,7988631
16,6,282,7988631
16,7,282,7988631
16,8,282,7988631
16,9,282,7988631
16,10,282,7988631
16,11,282,7988631
16,12,282,7988631
16,13,282,7988631
16,14,282,7988631
16,15,282,7988631
16,16,282,7988631
16,17,282,7988631
16,18,282,7988631
