0,1,10,7999989
0,2,15,7999981
0,3,16,7999971
0,4,23,7999958
0,5,25,7999942
0,6,25,7999942
0,7,25,7999942
0,8,25,7999942
0,9,25,7999942
0,10,25,7999942
0,11,25,7999942
0,12,25,7999942
0,13,25,7999942
0,14,25,7999942
0,15,25,7999942
0,16,25,7999942
0,17,25,7999942
0,18,25,7999942
0,19,27,7999924
0,20,36,7999903
0,21,46,7999876
0,22,59,7999841
0,23,63,7999798
1,24,59,7999756
1,1,93,7999707
1,2,91,7999645
1,3,98,7999584
1,4,89,7999521
1,5,93,7999462
1,6,93,7999462
1,7,93,7999462
1,8,93,7999462
1,9,93,7999462
1,10,93,7999462
1,11,93,7999462
1,12,93,7999462
1,13,93,7999462
1,14,93,7999462
1,15,93,7999462
1,16,93,7999462
1,17,93,7999462
1,18,93,7999462
1,19,119,7999390
1,20,115,7999314
1,21,106,7999238
1,22,106,7999166
1,23,144,7999083
2,24,172,7998979
2,1,199,7998856
2,2,247,7998709
2,3,292,7998530
2,4,337,7998321
2,5,357,7998086
2,6,357,7998086
2,7,357,7998086
2,8,357,7998086
2,9,357,7998086
2,10,357,7998086
2,11,357,7998086
2,12,357,7998086
2,13,357,7998086
2,14,357,7998086
2,15,357,7998086
2,16,357,7998086
2,17,357,7998086
2,18,357,7998086
2,19,361,7997842
2,20,414,7997588
2,21,430,7997307
2,22,540,7996988
2,23,606,7996602
3,24,674,7996175
3,1,744,7995701
3,2,829,7995179
3,3,914,7994594
3,4,937,7993969
3,5,1031,7993318
3,6,1031,7993318
3,7,1031,7993318
3,8,1031,7993318
3,9,1031,7993318
3,10,1031,7993318
3,11,1031,7993318
3,12,1031,7993318
3,13,1031,7993318
3,14,1031,7993318
3,15,1031,7993318
3,16,1031,7993318
3,17,1031,7993318
3,18,1031,7993318
3,19,1117,7992601
3,20,1230,7991817
3,21,1317,7990975
3,22,1403,7990074
3,23,1601,7989079
4,24,1809,7987942
4,1,2060,7986661
4,2,2313,7985199
4,3,2583,7983568
4,4,2792,7981777
4,5,3122,7979809
4,6,3122,7979809
4,7,3122,7979809
4,8,3122,7979809
4,9,3122,7979809
4,10,3122,7979809
4,11,3122,7979809
4,12,3122,7979809
4,13,3122,7979809
4,14,3122,7979809
4,15,3122,7979809
4,16,3122,7979809
4,17,3122,7979809
4,18,3122,7979809
4,19,3573,7977585
4,20,4039,7975055
4,21,4547,7972199
4,22,5044,7969012
4,23,5527,7965484
5,24,6231,7961572
5,1,7005,7957154
5,2,7542,7952317
5,3,8740,7946894
5,4,9566,7940808
5,5,10539,7934095
5,6,10539,7934095
5,7,10539,7934095
5,8,10539,7934095
5,9,10539,7934095
5,10,10539,7934095
5,11,10539,7934095
5,12,10539,7934095
5,13,10539,7934095
5,14,10539,7934095
5,15,10539,7934095
5,16,10539,7934095
5,17,10539,7934095
5,18,10539,7934095
5,19,11491,7926743
5,20,12824,7918677
5,21,14040,7909709
5,22,15502,7899852
5,23,17015,7889038
6,24,19010,7877039
6,1,20894,7863732
6,2,23109,7849074
6,3,25504,7832873
6,4,28212,7814967
6,5,30990,7795214
6,6,30990,7795214
6,7,30990,7795214
6,8,30990,7795214
6,9,30990,7795214
6,10,30990,7795214
6,11,30990,7795214
6,12,30990,7795214
6,13,30990,7795214
6,14,30990,7795214
6,15,30990,7795214
6,16,30990,7795214
6,17,30990,7795214
6,18,30990,7795214
6,19,33875,7773553
6,20,37269,7749842
6,21,40977,7723779
6,22,44999,7695126
6,23,48891,7663811
7,24,53462,7629661
7,1,58476,7592340
7,2,64438,7551407
7,3,71056,7506231
7,4,77858,7456581
7,5,85384,7402119
7,6,85384,7402119
7,7,85384,7402119
7,8,85384,7402119
7,9,85384,7402119
7,10,85384,7402119
7,11,85384,7402119
7,12,85384,7402119
7,13,85384,7402119
7,14,85384,7402119
7,15,85384,7402119
7,16,85384,7402119
7,17,85384,7402119
7,18,85384,7402119
7,19,93678,7342336
7,20,103595,7276619
7,21,113240,7204321
7,22,125086,7124834
7,23,137217,7037411
8,24,150173,6941608
8,1,165346,6836448
8,2,181503,6720775
8,3,199701,6593679
8,4,219835,6453737
8,5,240887,6300277
8,6,240887,6300277
8,7,240887,6300277
8,8,240887,6300277
8,9,240887,6300277
8,10,240887,6300277
8,11,240887,6300277
8,12,240887,6300277
8,13,240887,6300277
8,14,240887,6300277
8,15,240887,6300277
8,16,240887,6300277
8,17,240887,6300277
8,18,240887,6300277
8,19,264720,6131822
8,20,289623,5946970
8,21,319139,5744045
8,22,351340,5520678
8,23,386153,5274859
9,24,424328,5004679
9,1,467205,4707539
9,2,512191,4380931
9,3,561551,4023120
9,4,616409,3630399
9,5,679200,3198465
9,6,679200,3198465
9,7,679200,3198465
9,8,679200,3198465
9,9,679200,3198465
9,10,679200,3198465
9,11,679200,3198465
9,12,679200,3198465
9,13,679200,3198465
9,14,679200,3198465
9,15,679200,3198465
9,16,679200,3198465
9,17,679200,3198465
9,18,679200,3198465
9,19,746438,2723416
9,20,819998,2201434
9,21,902184,1627502
9,22,990763,996283
9,23,1090165,302680
10,24,1133877,0
