0,1,30,7999984
0,2,39,7999963
0,3,61,7999931
0,4,77,7999887
0,5,91,7999837
0,6,91,7999837
0,7,91,7999837
0,8,91,7999837
0,9,91,7999837
0,10,91,7999837
0,11,91,7999837
0,12,91,7999837
0,13,91,7999837
0,14,91,7999837
0,15,91,7999837
0,16,91,7999837
0,17,91,7999837
0,18,91,7999837
0,19,119,7999772
0,20,143,7999690
0,21,169,7999595
0,22,218,7999473
0,23,265,7999323
1,24,311,7999147
1,1,427,7998917
1,2,509,7998629
1,3,657,7998265
1,4,783,7997820
1,5,951,7997284
1,6,951,7997284
1,7,951,7997284
1,8,951,7997284
1,9,951,7997284
1,10,951,7997284
1,11,951,7997284
1,12,951,7997284
1,13,951,7997284
1,14,951,7997284
1,15,951,7997284
1,16,951,7997284
1,17,951,7997284
1,18,951,7997284
1,19,1213,7996607
1,20,1533,7995747
1,21,1895,7994686
1,22,2350,7993364
1,23,2948,7991715
2,24,3743,7989623
2,1,4712,7986989
2,2,6000,7983653
2,3,7548,7979437
2,4,9538,7974095
2,5,11827,7967455
2,6,11827,7967455
2,7,11827,7967455
2,8,11827,7967455
2,9,11827,7967455
2,10,11827,7967455
2,11,11827,7967455
2,12,11827,7967455
2,13,11827,7967455
2,14,11827,7967455
2,15,11827,7967455
2,16,11827,7967455
2,17,11827,7967455
2,18,11827,7967455
2,19,14687,7959201
2,20,18648,7948811
2,21,23017,7935897
2,22,28736,7919787
2,23,35888,7899651
3,24,44648,7874562
3,1,55825,7843341
3,2,68890,7804560
3,3,85953,7756397
3,4,108112,7695942
3,5,135329,7620175
3,6,135329,7620175
3,7,135329,7620175
3,8,135329,7620175
3,9,135329,7620175
3,10,135329,7620175
3,11,135329,7620175
3,12,135329,7620175
3,13,135329,7620175
3,14,135329,7620175
3,15,135329,7620175
3,16,135329,7620175
3,17,135329,7620175
3,18,135329,7620175
3,19,169085,7525455
3,20,211418,7407029
3,21,264132,7259107
3,22,330459,7074096
3,23,412487,6842997
4,24,516037,6554190
4,1,644168,6193343
4,2,804105,5742786
4,3,1003706,5180448
4,4,1254683,4477933
4,5,1566662,3600373
4,6,1566662,3600373
4,7,1566662,3600373
4,8,1566662,3600373
4,9,1566662,3600373
4,10,1566662,3600373
4,11,1566662,3600373
4,12,1566662,3600373
4,13,1566662,3600373
4,14,1566662,3600373
4,15,1566662,3600373
4,16,1566662,3600373
4,17,1566662,3600373
4,18,1566662,3600373
4,19,1957954,2504205
4,20,2445375,1134304
4,21,2848041,0
4,22,2848041,0
4,23,2848041,0
5,24,2848041,0
